country,countryname,isic_code,isic_description,WIOD_sector,VA,VA_share,VA_country,GVCB_val,GVCF_val,GVC_val,GEXP_val,GVCB_share,GVCF_share,GVC_share,EU29_GVCB_val,OTH29_GVCB_val,EU29_GVCF_val,OTH29_GVCF_val,EU29_GVC_val,OTH29_GVC_val,DAVAX,DVA,DC,GEXP,VAX,EU29_DAVAX_val,OTH29_DAVAX_val,EU29_DVA_val,OTH29_DVA_val,EU29_DC_val,OTH29_DC_val,EU29_GEXP_val,OTH29_GEXP_val,EU29_VAX_val,OTH29_VAX_val,EU
CAN,Canada,M69_M70,Legal and accounting activities; activities of head offices; management consultancy activities,45,27699.71689933978,.0163129384972026,1698021.3,110.0365594774108,362.232480662282,472.2690401396927,1719.961217157168,.063976184,.21060503,.27458122,33.871132,76.165428,229.19667,133.03581,263.06784,209.20125,1247.692177017476,1609.924657679758,1611.453241811776,1719.961217157168,1597.003136251357,266.36563,981.32654,495.56229,1114.3623,496.03284,1115.4204,529.43347,1190.5278,492.98962,1104.0135,
CAN,Canada,M71,Architectural and engineering activities; technical testing and analysis,46,22826.75612473915,.0134431507046336,1698021.3,438.0384841851735,567.3614886838047,1005.399972868978,4247.896359715964,.10311892,.13356294,.23668185,35.857101,402.18137,109.98583,457.37567,145.84291,859.55701,3242.496386846985,3809.85787553079,3815.709349873403,4247.896359715964,3777.305434462417,201.88286,3040.6133,311.86868,3497.9893,312.34766,3503.3616,347.72577,3900.1707,310.57492,3466.7307,
CAN,Canada,M72,Scientific research and development,47,13766.60372499094,.0081074388123616,1698021.3,112.006405149202,254.0238547271398,366.0302598763418,1356.697141370895,.082558148,.18723696,.26979512,30.378639,81.627769,113.96503,140.05884,144.34369,221.68657,990.6668814945529,1244.690736221693,1246.139561163702,1356.697141370895,1235.217622140729,223.62292,767.04395,337.58798,907.10272,337.98093,908.15863,367.96658,988.73053,335.97104,899.24658,
CAN,Canada,M73,Advertising and market research,48,4158.508903554653,.0024490322493286,1698021.3,190.1114314926731,87.99347347998744,278.1049049726607,753.3821176743634,.25234395,.11679793,.36914191,10.044691,180.06674,4.7622085,83.23127,14.8069,263.298,475.2772127017027,563.2706861816899,565.2965970011098,753.3821176743634,561.6365049110764,24.998652,450.27856,29.76086,533.50983,29.867903,535.42871,39.805553,713.57654,29.710945,531.9256,
CAN,Canada,M74_M75,"Other professional, scientific and technical activities; veterinary activities",49,13351.52975134397,.0078629931298119,1698021.3,172.6999943937058,245.7888536270832,418.488848020789,1400.930679766512,.12327519,.17544684,.29872203,46.863842,125.83615,118.61677,127.17207,165.48062,253.00821,982.4418317457225,1228.230685372806,1230.656715816226,1400.930679766512,1219.521349886473,214.67572,767.76611,333.29251,894.93823,333.95084,896.70587,380.15634,1020.7744,331.65543,887.86591,
CAN,Canada,N,Administrative and support service activities,50,49800.93103529506,.0293288024579615,1698021.3,2539.288404932006,1511.841511878321,4051.129916810328,12111.09054918645,.20966637,.12483116,.33449754,908.21631,1631.0721,960.87103,550.9704,1869.0874,2182.0427,8059.96063237612,9571.802144254441,9612.47782249786,12111.09054918645,9511.988007760547,2462.6338,5597.3262,3423.5049,6148.2974,3438.0535,6174.4243,4331.7217,7779.3691,3406.0513,6105.937,
CAN,Canada,O84,Public administration and defence; compulsory social security,51,152259.4432748235,.0896687479798647,1698021.3,497.4635451617969,564.4975025552633,1061.96104771706,4307.872766230737,.11547777,.13103858,.24651635,74.508812,422.95471,189.52493,374.97256,264.03372,797.92731,3245.911718513677,3810.409221068941,3816.976460381147,4307.872766230737,3785.69575793686,381.18848,2864.7231,570.71344,3239.6958,571.69702,3245.2795,645.22223,3662.6506,568.25964,3217.436,
CAN,Canada,P85,Education,52,91420.74682555022,.0538395762582351,1698021.3,182.0333355963452,237.7037796463142,419.7371152426593,3077.708831080478,.05914573,.077234007,.13637973,16.664652,165.36868,27.576614,210.12717,44.241261,375.49585,2657.971715837819,2895.675495484133,2898.70981443138,3077.708831080478,2887.520722394095,237.5145,2420.4573,265.09109,2630.5842,265.3689,2633.3411,281.75574,2795.9531,264.65503,2622.8657,
CAN,Canada,Q,Human health and social work activities,53,106500.4497878449,.0627203264793993,1698021.3,271.4457428083427,331.9676491327925,603.4133919411352,2578.566063166213,.10527004,.12874119,.23401122,41.039364,230.40639,88.631989,243.33568,129.67134,473.74203,1975.152671225078,2307.12032035787,2310.382215753243,2578.566063166213,2282.578330834384,260.17712,1714.9755,348.80911,1958.3112,349.30231,1961.0798,389.84851,2188.7175,347.61685,1934.9614,
CAN,Canada,R_S,Other service activities,54,35666.22571645517,.0210045809729465,1698021.3,299.3280205185504,145.5445840369736,444.872604555524,2376.111226596054,.12597391,.061253272,.18722717,74.055649,225.27237,53.456345,92.088242,127.51199,317.36063,1931.23862204053,2076.783206077503,2081.367704656707,2376.111226596054,2070.410531547137,460.35294,1470.8857,513.80927,1562.9739,514.94354,1566.4242,587.86487,1788.2462,512.89136,1557.5193,
CAN,Canada,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,55,0,0,1698021.3,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CAN,Canada,U,Activities of extraterritorial organizations and bodies,56,0,0,1698021.3,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CHE,Switzerland,A01,"Crop and animal production, hunting and related service activities",1,5167.02330644685,.0073955991415133,698661.88,45.21146999254312,33.64355328994898,78.85502328249211,228.9721625976199,.19745401,.14693294,.34438694,9.3979912,35.81348,10.110612,23.532942,19.5086,59.346424,150.1171393151278,183.7606926050768,184.0592818043295,228.9721625976199,183.3176841579227,28.087248,122.02989,38.197861,145.56284,38.259926,145.79935,47.595848,181.37631,37.968822,145.34886,
CHE,Switzerland,A02,Forestry and logging,2,426.8609968269311,.0006109693404595,698661.88,1.59867854322254,2.701414454813083,4.300092998035622,10.00062415137219,.15985788,.27012458,.42998245,.91922975,.67944878,2.0088043,.69261009,2.9280343,1.3720589,5.700531153336573,8.401945608149655,8.412503728598665,10.00062415137219,8.305401875504248,2.8222597,2.8782716,4.8310633,3.5708814,4.8371353,3.5753689,5.7502942,4.2503304,4.7377005,3.5677016,
CHE,Switzerland,A03,Fishing and aquaculture,3,32.42070926492494,.000046404003889,698661.88,.1561497954313769,.2475526467502899,.4037024421816668,1.777668559468151,.087839656,.13925692,.22709657,.024276154,.13187365,.061395273,.18615738,.08567141,.31803101,1.373966117286484,1.621518764036774,1.622550020982702,1.777668559468151,1.617151752392436,.19069754,1.1832687,.25209278,1.3694259,.25225317,1.370297,.27636895,1.5012996,.25033855,1.3668133,
CHE,Switzerland,B,Mining and quarrying,4,849.6356076177334,.0012160898059927,698661.88,9.87598888087008,8.204584150550353,18.08057303142043,41.11306457145817,.24021535,.19956148,.43977684,1.4524022,8.4235859,2.0800359,6.1245484,3.532438,14.548135,23.03249154003774,31.23707569058809,31.29401406157884,41.11306457145817,31.16304592468886,2.5138135,20.518679,4.5938497,26.643227,4.6022224,26.691792,6.0462523,35.066811,4.5519934,26.611053,
CHE,Switzerland,C10-C12,"Manufacture of food products, beverages and tobacco products",5,12775.98824644468,.0182863676247601,698661.88,2526.789118081566,331.8056024158082,2858.594720497375,11418.37474253094,.22129148,.029058916,.25035042,1402.5125,1124.277,289.61313,42.192497,1692.1252,1166.4695,8559.780022033565,8891.585624449372,8907.569161105599,11418.37474253094,8883.604890937884,4645.7231,3914.0562,4935.3374,3956.2485,4944.2095,3963.3601,6337.8491,5080.5254,4927.7617,3955.843,
CHE,Switzerland,C13-C15,"Manufacture of textiles, wearing apparel and leather products",6,1394.624221007576,.0019961360884029,698661.88,1367.487809074884,272.5909989261521,1640.078808001036,3086.886510692964,.44299906,.088306129,.53130519,462.15198,905.33588,217.31825,55.272732,679.47015,960.60852,1446.807702691928,1719.39870161808,1726.960888628876,3086.886510692964,1711.498622255347,363.76447,1083.0433,581.08276,1138.316,583.63855,1143.3224,1043.2347,2043.6517,573.57544,1137.923,
CHE,Switzerland,C16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",7,3471.538918543794,.0049688396438389,698661.88,115.1376883618023,138.4863815691649,253.6240699309673,519.0758208168553,.22181286,.26679412,.48860699,84.980209,30.157476,115.99776,22.488605,200.97797,52.646084,265.4517508858881,403.938132455053,404.6640198462414,519.0758208168553,398.9970291118899,182.13872,83.313026,298.13657,105.80162,298.67221,105.99175,383.11673,135.95911,293.37775,105.61929,
CHE,Switzerland,C17,Manufacture of paper and paper products,8,1182.251048616825,.0016921647768251,698661.88,389.690476901655,393.0059418373673,782.6964187390223,1354.680910490857,.28766218,.2901096,.57777178,305.12827,84.562233,350.24677,42.759232,655.37494,127.32147,571.9844917518349,964.9904335892022,967.439602204522,1354.680910490857,955.3213099318928,405.34232,166.6422,755.58911,209.40144,757.50659,209.93291,1060.717,293.96365,746.2193,209.10201,
CHE,Switzerland,C18,Printing and reproduction of recorded media,9,2062.072556581038,.0029514598879709,698661.88,29.43769066110934,37.31219484085493,66.74988550196427,160.6220653039364,.18327302,.23229806,.41557109,11.576799,17.860891,18.117079,19.195114,29.693878,37.056004,93.87217980197215,131.184374642827,131.3657169096869,160.6220653039364,130.4856489928071,33.47308,60.399101,51.590164,79.594208,51.66148,79.704231,63.166965,97.455116,51.073246,79.412407,
CHE,Switzerland,C19,Manufacture of coke and refined petroleum products ,10,763.0004702652205,.0010920882853048,698661.88,1664.489765174488,493.9952290229954,2158.484994197484,3239.187242912073,.51386029,.15250592,.66636622,760.33942,904.15039,296.00586,197.98941,1056.3453,1102.1398,1080.702248714588,1574.697477737584,1583.36660460077,3239.187242912073,1566.665287836827,423.31641,657.3858,719.32227,855.37518,723.28229,860.08429,1479.6615,1759.5255,712.61841,854.04688,
CHE,Switzerland,C20,Manufacture of chemicals and chemical products ,11,6641.992044097125,.0095067329380873,698661.88,4523.762678018538,3470.624547299491,7994.387225318028,12002.79682878151,.37689239,.28915131,.6660437,2624.7488,1899.0132,2544.3652,926.25928,5169.1143,2825.2725,4008.409603463475,7479.034150762968,7502.595168883434,12002.79682878151,7402.873942057103,1795.0734,2213.3362,4339.438,3139.5955,4353.1094,3149.4858,6964.1885,5038.6084,4269.6606,3133.2131,
CHE,Switzerland,C21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,12,28935.89867162714,.0414161683977307,698661.88,26571.70276607158,3737.521578064911,30309.22434413649,58574.79492284509,.45363715,.063807674,.51744485,14345.699,12226.005,3128.4238,609.09698,17474.123,12835.102,28265.57057870862,32003.09215677352,32302.12836963787,58574.79492284509,31906.73022626137,14149.605,14115.966,17278.029,14725.062,17439.477,14862.652,31623.729,26951.066,17185.818,14720.912,
CHE,Switzerland,C22,Manufacture of rubber and plastic products,13,3337.350369005577,.0047767745682803,698661.88,1225.443607537052,1074.989509050704,2300.433116587757,3892.103045437471,.31485385,.27619758,.59105146,940.68988,284.75372,918.92047,156.06909,1859.6104,440.82281,1591.669928849714,2666.659437900419,2674.746490203804,3892.103045437471,2642.826113213621,1128.093,463.5769,2047.0134,619.64594,2053.2214,621.52515,2987.7029,904.39972,2024.1033,618.7229,
CHE,Switzerland,C23,Manufacture of other non-metallic mineral products,14,3274.928063022729,.0046874290544015,698661.88,292.5916187371561,177.04081213398,469.6324308711361,1149.322126159062,.25457755,.15403934,.4086169,157.92654,134.66507,132.73573,44.305092,290.66223,178.97017,679.6896952879263,856.7305074219064,858.4620192153482,1149.322126159062,852.8412135212814,329.68527,350.00449,462.42096,394.30954,463.35553,395.10648,620.34741,528.97461,458.77222,394.06888,
CHE,Switzerland,C24,Manufacture of basic metals,15,2240.750825804425,.0032072034323879,698661.88,2057.924912768472,1272.18184363904,3330.106756407513,5593.109860736471,.36793929,.22745518,.59539449,398.96799,1658.957,473.45578,798.72607,872.42377,2457.6829,2263.003104328958,3535.184947967998,3544.788647862721,5593.109860736471,3520.582624409627,211.90721,2051.0957,685.36304,2849.822,687.22498,2857.5637,1084.3311,4508.7793,675.19257,2845.3901,
CHE,Switzerland,C25,"Manufacture of fabricated metal products, except machinery and equipment",16,10485.87139297654,.0150085062273976,698661.88,1239.064515190196,1417.061088198169,2656.125603388365,5325.810429225494,.23265277,.26607427,.49872702,781.10919,457.95526,1152.3835,264.67758,1933.4928,722.63281,2669.68482583713,4086.7459140353,4093.343790236839,5325.810429225494,4057.827740827559,1423.911,1245.7739,2576.2944,1510.4515,2580.4536,1512.89,3357.4041,1968.4069,2548.7014,1509.126,
CHE,Switzerland,C26,"Manufacture of computer, electronic and optical products",17,27757.79435293627,.0397299388664931,698661.88,6945.5874240271,6594.242988423892,13539.83041245099,30805.1922846217,.22546807,.21406271,.43953079,2721.0686,4224.5186,2866.252,3727.9907,5587.3213,7952.5088,17265.36187217071,23859.6048605946,23907.7922731094,30805.1922846217,23759.42384590408,6481.2104,10784.151,9347.4629,14512.142,9366.3408,14541.451,12068.533,18736.66,9274.4834,14484.939,
CHE,Switzerland,C27,Manufacture of electrical equipment,18,6310.303529975539,.0090319846846341,698661.88,2837.721936184977,1574.964890512917,4412.686826697894,8455.783307042826,.3355954,.1862589,.52185428,1702.0023,1135.7197,1175.3391,399.62573,2877.3411,1535.3455,4043.096480344931,5618.061370857849,5636.179313411706,8455.783307042826,5587.398145103474,2194.2488,1848.8479,3369.5879,2248.4736,3380.4541,2255.7246,5071.5898,3384.1934,3341.4802,2245.9175,
CHE,Switzerland,C28,Manufacture of machinery and equipment n.e.c.,19,13109.79142983564,.01876414262017,698661.88,5479.71990531953,2866.138084583101,8345.857989902632,18735.8603664537,.29247227,.15297607,.44544834,2657.2371,2822.4829,1948.249,917.88898,4605.4854,3740.3718,10390.00237655106,13256.14046113416,13291.27461562036,18735.8603664537,13210.07327149713,4479.9463,5910.0566,6428.1968,6827.9453,6445.2324,6846.043,9085.4336,9650.4287,6387.1162,6822.9556,
CHE,Switzerland,C29,"Manufacture of motor vehicles, trailers and semi-trailers",20,888.0775913589122,.001271112105118,698661.88,721.4621420607385,364.1941418073992,1085.656283868138,2071.330455267799,.34830856,.17582619,.52413476,288.63794,432.82419,274.61661,89.577538,563.25464,522.40179,985.674171399661,1349.868313207061,1354.565816954269,2071.330455267799,1343.295688776804,265.42999,720.2442,540.04663,809.82172,541.92596,812.63983,828.68457,1242.6459,534.04187,809.25385,
CHE,Switzerland,C30,Manufacture of other transport equipment,21,2287.20163959712,.0032736888299241,698661.88,884.0831537120287,471.6299321106668,1355.713085822695,3069.198517023706,.28805017,.1536655,.44171566,356.5127,527.57037,216.564,255.06595,573.07684,782.63629,1713.48543120101,2185.115363311677,2190.319498120215,3069.198517023706,2180.156491418852,664.59912,1048.8862,881.16315,1303.9521,883.26172,1307.0579,1237.6758,1831.5226,877.92627,1302.2303,
CHE,Switzerland,C31_C32,Manufacture of furniture; other manufacturing,22,5514.800641900198,.0078933754453878,698661.88,3565.521813398288,728.0459152134584,4293.567728611749,11760.75129995582,.30317125,.06190471,.36507598,1675.6245,1889.8973,404.39136,323.65454,2080.0159,2213.5518,7467.183571344072,8195.229486557531,8213.996779635489,11760.75129995582,8180.605404983797,3446.9736,4020.2097,3851.366,4343.8643,3860.1848,4353.8115,5526.9907,6233.7622,3838.6816,4341.9238,
CHE,Switzerland,C33,Repair and installation of machinery and equipment,23,1911.588009857996,.0027360702296415,698661.88,22.92367208574388,23.32054840867544,46.24422049441931,104.5365704933903,.21928854,.22308508,.4423736,9.3114462,13.612225,11.734564,11.585986,21.046011,25.198212,58.29234999897092,81.61289840764638,81.76697880604394,104.5365704933903,81.29442446656778,21.416067,36.876282,33.150631,48.462265,33.213219,48.553761,42.462078,62.074493,32.933365,48.361053,
CHE,Switzerland,D35,"Electricity, gas, steam and air conditioning supply",24,8981.139805568893,.0128547726411459,698661.88,2833.469668901083,2038.806357922391,4872.276026823473,8012.666422131169,.35362381,.25444794,.60807174,2039.3616,794.10791,1661.3389,377.46768,3700.7002,1171.5757,3140.390395307693,5179.196753230084,5195.945237197431,8012.666422131169,5135.493984145579,2066.3369,1074.0535,3727.6758,1451.5211,3739.73,1456.2151,5767.0366,2245.6289,3687.0569,1448.4375,
CHE,Switzerland,E36,"Water collection, treatment and supply",25,2052.171893923561,.0029372889953878,698661.88,338.994516404494,250.5454031970328,589.5399196015269,1371.037268825947,.24725404,.18274149,.42999554,12.05727,326.93726,13.775759,236.76964,25.833029,563.70691,781.4973492244202,1032.042752421453,1033.896708491021,1371.037268825947,1028.958867992922,22.931673,758.56567,36.707436,995.33527,36.773376,997.12329,48.764709,1322.2726,36.401997,992.55688,
CHE,Switzerland,E37-E39,"Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",26,0,0,698661.88,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CHE,Switzerland,F,Construction,27,36921.97797607425,.0528467034940859,698661.88,62.13888583621614,65.8840545784644,128.0229404146806,301.6857119999386,.20597225,.2183864,.42435864,35.736118,26.402765,54.006969,11.877079,89.743103,38.279846,173.662771585258,239.5468261637225,239.9352434959899,301.6857119999386,238.1398533961701,83.756592,89.906181,137.76358,101.78326,137.98694,101.9483,173.49969,128.18602,136.44046,101.69939,
CHE,Switzerland,G45,Wholesale and retail trade and repair of motor vehicles and motorcycles,28,7833.793148591535,.0112125667813866,698661.88,59.46244291445291,85.52866328125749,144.9911061957104,333.0515044404925,.17853828,.25680313,.43534139,45.575428,13.887014,76.941566,8.5870895,122.517,22.474104,188.0603982447822,273.5890615260396,273.9868189862418,333.0515044404925,271.7255324548753,132.75279,55.307621,209.69438,63.894707,209.99922,63.987598,255.26976,77.781715,207.8847,63.840809,
CHE,Switzerland,G46,"Wholesale trade, except of motor vehicles and motorcycles",29,66700.37536165127,.0954687466084721,698661.88,7659.628399518244,9028.806687148895,16688.43508666714,50849.56939729885,.1506331,.17755915,.32819226,1567.6418,6091.9868,3001.7307,6027.0762,4569.3726,12119.063,34161.13431063171,43189.94099778062,43238.75316352628,50849.56939729885,43071.60215064391,5837.6475,28323.486,8839.3789,34350.563,8849.3682,34389.383,10407.019,40442.551,8775.5088,34296.094,
CHE,Switzerland,G47,"Retail trade, except of motor vehicles and motorcycles",30,27479.09968476985,.0393310411014948,698661.88,514.1729195356621,875.6360129275311,1389.808932463193,4683.341501549261,.10978762,.18696822,.29675585,148.94598,365.22696,443.56161,432.0744,592.50745,797.30133,3293.532569086068,4169.1685820136,4172.628303223949,4683.341501549261,4156.193523661635,764.16608,2529.3665,1207.7278,2961.4409,1208.73,2963.8984,1356.6737,3326.668,1198.7627,2957.4307,
CHE,Switzerland,H49,Land transport and transport via pipelines,31,16406.14163298619,.0234822333441136,698661.88,2483.68750414862,2193.583192020089,4677.270696168708,11042.06154439689,.22492969,.19865704,.42358673,1054.2957,1429.3918,1274.589,918.99402,2328.885,2348.3857,6364.790848228184,8558.374040248273,8573.470486193417,11042.06154439689,8525.613339552036,2358.3381,4006.4524,3632.928,4925.4463,3639.3359,4934.1343,4687.2236,6354.8379,3607.9155,4917.6978,
CHE,Switzerland,H50,Water transport,32,427.8939763971857,.0006124478518518,698661.88,60.58947581857046,66.86370462299095,127.4531804415614,276.3177249566414,.21927465,.24198124,.46125591,10.943479,49.646,22.360382,44.503323,33.303864,94.149315,148.86454451508,215.728249138071,216.0965264421259,276.3177249566414,215.1382291004318,16.603767,132.26079,38.964149,176.7641,39.03067,177.06586,49.907631,226.4101,38.677479,176.46075,
CHE,Switzerland,H51,Air transport,33,2506.203874115402,.0035871483677535,698661.88,1036.826300270528,589.5664676714118,1626.39276794194,3519.144827163784,.29462451,.16753118,.46215567,489.67236,547.15399,389.01993,200.54659,878.69232,747.70056,1892.752059221844,2482.318526893256,2488.620604772095,3519.144827163784,2472.783306085718,783.32953,1109.4225,1172.3495,1309.9691,1175.3259,1313.2948,1662.0217,1857.123,1164.3578,1308.4255,
CHE,Switzerland,H52,Warehousing and support activities for transportation,34,5586.253623031627,.007995646632215,698661.88,417.1384479678999,687.659404169001,1104.797852136901,2031.375850833253,.20534775,.33851904,.54386681,320.80377,96.334702,612.38635,75.272896,933.19012,171.6076,926.5779986963522,1614.237402865354,1616.850331987654,2031.375850833253,1605.373068965082,629.05609,297.522,1241.4425,372.79489,1243.4518,373.39832,1562.2462,469.12961,1233.176,372.19724,
CHE,Switzerland,H53,Postal and courier activities,35,3591.612556843232,.0051407019412699,698661.88,90.24386068257473,137.7651660780288,228.0090267606035,665.1150314500256,.13568158,.20712984,.34281141,45.606018,44.63784,107.81475,29.950411,153.42076,74.588249,437.106004689422,574.8711707674508,575.4195199849573,665.1150314500256,570.1553807239991,182.70456,254.40141,290.51932,284.35184,290.79648,284.62305,336.12537,328.98965,286.13309,284.02234,
CHE,Switzerland,I,Accommodation and food service activities,36,12138.20158516183,.0173734988016667,698661.88,874.7958571066169,899.0242509685554,1773.820108075173,6089.58686490057,.14365439,.14763305,.29128742,336.358,538.43793,446.72711,452.29712,783.08508,990.73505,4315.766756825397,5214.791007793952,5220.670649223356,6089.58686490057,5198.764425745248,1558.3539,2757.4131,2005.0808,3209.71,2007.3418,3213.3291,2341.439,3748.1479,1993.8539,3204.9104,
CHE,Switzerland,J58,Publishing activities,37,3859.559142741091,.0055242158956516,698661.88,148.562533767109,145.1755645953196,293.7380983624286,969.9065346018612,.15317202,.14967996,.30285197,102.28159,46.280949,113.966,31.209591,216.24756,77.49054,676.1684362394328,821.3440008347525,822.1726219432404,969.9065346018612,818.641813139674,451.50873,224.65964,565.47473,255.86925,566.04523,256.12738,667.75635,302.15021,563.14679,255.49492,
CHE,Switzerland,J59_J60,"Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",38,0,0,698661.88,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CHE,Switzerland,J61,Telecommunications,39,8491.852631398822,.0121544522457007,698661.88,110.0941624357362,128.1402928780363,238.2344553137725,825.4201061606602,.13337955,.15524252,.28862205,79.546181,30.547991,105.89697,22.243315,185.44313,52.791306,587.1856508468881,715.3259437249244,716.0724289146391,825.4201061606602,712.385831596281,410.94635,176.23923,516.84344,198.48254,517.38275,198.68968,596.38959,229.03053,514.17444,198.21133,
CHE,Switzerland,J62_J63,"Computer programming, consultancy and related activities; information service activities",40,15218.38770762632,.0217821922586088,698661.88,2314.473401684706,1112.87927955745,3427.352681242158,10464.85275923705,.22116636,.10634448,.32751083,318.69266,1995.7808,285.6174,827.2619,604.30988,2823.0425,7037.500077994891,8150.379357552343,8162.167066899607,10464.85275923705,8131.528584115913,836.65326,6200.8467,1122.2709,7028.1084,1123.8937,7038.2729,1440.9633,9023.8896,1115.024,7016.5049,
CHE,Switzerland,K64,"Financial service activities, except insurance and pension funding",41,39636.78092104067,.0567324212736285,698661.88,3702.736195835175,8134.080852668593,11836.81704850377,31741.93159448196,.11665126,.25625664,.37290791,2059.5356,1643.2009,5930.6279,2203.4534,7990.1626,3846.6541,19905.11454597818,28039.19539864677,28080.70900394969,31741.93159448196,27769.20070863401,9665.3271,10239.786,15595.956,12443.239,15619.049,12461.662,17655.494,14086.439,15346.45,12422.75,
CHE,Switzerland,K65,"Insurance, reinsurance and pension funding, except compulsory social security",42,29988.48318364435,.0429227404899703,698661.88,1523.988919164697,818.1707588565841,2342.159678021281,14224.70616461226,.10713676,.057517584,.16465434,59.093678,1464.8953,125.08832,693.08246,184.18199,2157.9775,11882.54648659098,12700.71724544756,12710.91257612876,14224.70616461226,12691.3335069029,367.39035,11515.156,492.47867,12208.238,492.87402,12218.039,551.57233,13673.134,489.81705,12201.517,
CHE,Switzerland,K66,Activities auxiliary to financial services and insurance activities,43,0,0,698661.88,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CHE,Switzerland,L68,Real estate activities,44,52449.45917464126,.0750713035803111,698661.88,17.56927881242281,29.85165533759186,47.42093415001467,250.3916183613791,.070167199,.11921987,.18938707,11.94331,5.6259685,20.751171,9.1004829,32.694485,14.726451,202.9706842113644,232.8223395489562,232.9599233069519,250.3916183613791,232.2244729600038,137.51767,65.453011,158.26884,74.553497,158.36238,74.597549,170.21216,80.179459,157.75876,74.465714,
CHE,Switzerland,M69_M70,Legal and accounting activities; activities of head offices; management consultancy activities,45,38336.65022165005,.0548715344701431,698661.88,1119.517964950214,2707.004069191095,3826.52203414131,8553.6461367008,.13088197,.31647369,.44735566,933.26904,186.24892,2530.2905,176.71326,3463.5596,362.96219,4727.124102559487,7434.128171750586,7440.656501196533,8553.6461367008,7370.75564424558,3667.0559,1060.0675,6197.3477,1236.7809,6202.7886,1237.8668,7130.6157,1423.0298,6135.0259,1235.7296,
CHE,Switzerland,M71,Architectural and engineering activities; technical testing and analysis,46,0,0,698661.88,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CHE,Switzerland,M72,Scientific research and development,47,7426.533578409924,.0106296531096309,698661.88,798.955619096142,278.4900831431817,1077.445702239323,3695.426183002382,.21620122,.075360745,.29156196,545.41522,253.54037,203.58353,74.906563,748.99884,328.44696,2617.980480763059,2896.47056390624,2902.509876368335,3695.426183002382,2890.28917830167,1773.7217,844.25867,1977.3054,919.16528,1981.4282,921.08173,2522.7207,1172.7057,1971.6722,918.61682,
CHE,Switzerland,M73,Advertising and market research,48,0,0,698661.88,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CHE,Switzerland,M74_M75,"Other professional, scientific and technical activities; veterinary activities",49,3857.074950279012,.0055206602523827,698661.88,9.134755113107152,19.68755257683461,28.82230768994176,54.74249131495861,.16686773,.35963932,.52650708,6.8095384,2.3252168,17.483734,2.2038188,24.293274,4.5290356,25.92018362501685,45.60773620185147,45.66034555684214,54.74249131495861,45.20066811156329,16.514729,9.4054546,33.998463,11.609274,34.037678,11.622665,40.808002,13.93449,33.601223,11.599442,
CHE,Switzerland,N,Administrative and support service activities,50,18504.16959254285,.0264851564695442,698661.88,543.8350714778551,1115.301869288044,1659.136940765899,4217.467128345444,.12894827,.26444826,.39339653,422.60501,121.23006,1007.2842,108.01764,1429.8892,229.24771,2558.330187579546,3673.632056867588,3676.911332404996,4217.467128345444,3648.266412143921,1847.4329,710.89722,2854.717,818.91486,2857.2654,819.64587,3277.322,940.14496,2830.1084,818.15796,
CHE,Switzerland,O84,Public administration and defence; compulsory social security,51,44319.58270996088,.0634349505319745,698661.88,240.9206459707879,329.9459148403257,570.8665608111135,2368.817078530131,.10170504,.1392872,.24099225,97.763824,143.1568,245.78789,84.158043,343.5517,227.31485,1797.950517719018,2127.896432559344,2129.650759854024,2368.817078530131,2121.433117591669,617.6969,1180.2537,863.4848,1264.4117,864.19684,1265.4541,961.24854,1407.5685,857.71582,1263.7173,
CHE,Switzerland,P85,Education,52,34655.35260774329,.0496024656352697,698661.88,50.13160790718536,67.62957981227427,117.7611877194597,804.7254649053044,.062296536,.08404056,.14633709,5.2131515,44.918457,16.960283,50.669296,22.173433,95.587753,686.9642771858447,754.593856998119,754.9642940979184,804.7254649053044,753.7074383172103,61.509411,625.4549,78.469704,676.12421,78.508209,676.45605,83.682838,721.04266,78.060036,675.6474,
CHE,Switzerland,Q,Human health and social work activities,53,53015.21767695576,.0758810779602332,698661.88,220.938200768608,280.0044118833015,500.9426126519096,1959.028885150505,.11277945,.14293021,.25570965,80.904602,140.0336,196.08023,83.924194,276.98486,223.95778,1458.086272498595,1738.090684381897,1739.769777340412,1959.028885150505,1734.807026820547,440.38528,1017.701,636.46545,1101.6251,637.08038,1102.6895,717.37012,1241.6587,633.97607,1100.8308,
